,ID,Text
21569,3169276423_6918dd4da1.jpg#4,The man and woman are posing with fake glasses and moustaches .
21570,3169394115_2193158cee.jpg#0,A dog stands on a bench in the snow .
21571,3169394115_2193158cee.jpg#1,A dog stands on a bench while snow is falling .
21572,3169394115_2193158cee.jpg#2,A Jack Russell Terrier stands on a bench in the snow .
21573,3169394115_2193158cee.jpg#3,a white and brown dog stands on a stone wall at night whilst snow is falling .
21574,3169394115_2193158cee.jpg#4,The dog stands on something while the snow falls around him .
21575,3169591322_d0b6d0cd04.jpg#0,A man performs a skateboard trick in a parking lot .
21576,3169591322_d0b6d0cd04.jpg#1,A person on a skateboard during a high jump .
21577,3169591322_d0b6d0cd04.jpg#2,a skateboarder is airborne in front of some low brick buildings .
21578,3169591322_d0b6d0cd04.jpg#3,A skateboarder is flying through the air on a red skateboard .
21579,3169591322_d0b6d0cd04.jpg#4,A skateboarding soaring through the air in front of a blue building .
21580,3169777863_d745865784.jpg#0,A group of dancers wearing black spandex are dancing in a studio .
21581,3169777863_d745865784.jpg#1,"A group of men and women in a dancing studio , their arms reaching to the sky ."
21582,3169777863_d745865784.jpg#2,Men and women in a dance class .
21583,3169777863_d745865784.jpg#3,Men and women in dark shorts and tops are stretching their hands to the ceiling .
21584,3169777863_d745865784.jpg#4,Several women and men are lifting their arms straight up above their heads .
21585,3170110692_d1e0e66cee.jpg#0,a couple each wearing a silly mask and holding a fake cigar
21586,3170110692_d1e0e66cee.jpg#1,A man and a woman are dressed as Groucho Marx with fake cigars .
21587,3170110692_d1e0e66cee.jpg#2,a man and a woman dress up .
21588,3170110692_d1e0e66cee.jpg#3,"A man and a woman wear funny masks and pretend to smoke large , fake cigars ."
21589,3170110692_d1e0e66cee.jpg#4,A woman and a man pose with Groucho Marx disguises .
21590,3170551725_1276644eab.jpg#0,A person does a trick in the air on a skateboard .
21591,3170551725_1276644eab.jpg#1,A snowboarder is leaping a mogul .
21592,3170551725_1276644eab.jpg#2,There are two people on a ski run and one is high in the air making a jump .
21593,3170551725_1276644eab.jpg#3,"There are two snowboarders , one , who is dressed in white , is doing a trick ."
21594,3170551725_1276644eab.jpg#4,Three people are in the snow .
21595,3170802797_3c851bb475.jpg#0,A man wearing a green jacket and hat is snowboarding .
21596,3170802797_3c851bb475.jpg#1,A person in a green coat is snowboarding .
21597,3170802797_3c851bb475.jpg#2,A snowboarder in a green jacket catches some air .
21598,3170802797_3c851bb475.jpg#3,A snowboarder jumps off of a jump .
21599,3170802797_3c851bb475.jpg#4,a snowboarder jumps on the snow .
21600,3170856184_efabfd0297.jpg#0,A cricket player is bowling the ball as the batsman is getting ready to run .
21601,3170856184_efabfd0297.jpg#1,A man winds up for pitching a cricket ball in a professional cricket game .
21602,3170856184_efabfd0297.jpg#2,The two men are playing cricket in a stadium .
21603,3170856184_efabfd0297.jpg#3,Two guys dressed in white play Cricket .
21604,3170856184_efabfd0297.jpg#4,Two men with cricket equipment play on the field with an audience behind them .
21605,3170897628_3054087f8c.jpg#0,A group of boys playing soccer in a muddy wet field .
21606,3170897628_3054087f8c.jpg#1,There are 2 shirtless boys jumping up from some water looking at a soccer ball .
21607,3170897628_3054087f8c.jpg#2,Two boys are playing soccer in a muddy marsh
21608,3170897628_3054087f8c.jpg#3,two boys play soccer in the rain .
21609,3170897628_3054087f8c.jpg#4,Two young boys playing with a soccer ball in a pond in the middle of a grassy field .
21610,3171035252_dba286ae5c.jpg#0,A person in the distance is windsurfing on a day with a clear blue sky .
21611,3171035252_dba286ae5c.jpg#1,A person is hang gliding in the ocean .
21612,3171035252_dba286ae5c.jpg#2,A person parasailing on a wave .
21613,3171035252_dba286ae5c.jpg#3,A person surfs on a craft with a sail .
21614,3171035252_dba286ae5c.jpg#4,Someone is parasailing on a blue and yellow parasail .
21615,3171066023_ec60ba30f3.jpg#0,A downhill skier races near trees .
21616,3171066023_ec60ba30f3.jpg#1,A person skis down a snowy and tree-filled hill .
21617,3171066023_ec60ba30f3.jpg#2,A person skis down a forested hill .
21618,3171066023_ec60ba30f3.jpg#3,A person skis through a forest of tall trees .
21619,3171066023_ec60ba30f3.jpg#4,A skier is riding skis along a tree lined trail .
21620,317109978_cb557802e1.jpg#0,"A brown and white pitbull , with a black collar , is about to leap over a branch"
21621,317109978_cb557802e1.jpg#1,A brown dog climbs over a fallen branch in a wooded area .
21622,317109978_cb557802e1.jpg#2,A brown dog hops over a fallen tree branch .
21623,317109978_cb557802e1.jpg#3,A brown dog is jumping over a tree limb in a wooded area .
21624,317109978_cb557802e1.jpg#4,Brown dog with white mark in chest and black collar going over a limb on ground .
21625,3171188674_717eee0183.jpg#0,A city worker with the bright yellow vest is looking intot he crowd of people on the side of a busy street .
21626,3171188674_717eee0183.jpg#1,A security person in lime green monitors the busy city streets .
21627,3171188674_717eee0183.jpg#2,A woman wearing a bright yellow jacket and hat stands on a busy street while others walk by .
21628,3171188674_717eee0183.jpg#3,A woman with a yellow jacket and matching hat watching as people walk by her .
21629,3171188674_717eee0183.jpg#4,Person in neon green jacket and hat standing on sidewalk while people walk by
21630,3171250845_5ae0d2a8bc.jpg#0,A boy dressed in a yellow and black snowsuit plays with a brown dog wearing a red collar .
21631,3171250845_5ae0d2a8bc.jpg#1,A boy in a yellow and black coat playing with brown dog .
21632,3171250845_5ae0d2a8bc.jpg#2,a dog pulling down yellow pants on a little boy in the snow
21633,3171250845_5ae0d2a8bc.jpg#3,A young child and a dog are playing in the snow .
21634,3171250845_5ae0d2a8bc.jpg#4,The boy and a brown dog are standing in the snow .
21635,3171347658_f0d5469c56.jpg#0,A driver with a white helmet is sitting in a yellow race car .
21636,3171347658_f0d5469c56.jpg#1,a man sitting inside some sort of yellow vehicle
21637,3171347658_f0d5469c56.jpg#2,a person in a white helmet strapped into a yellow car
21638,3171347658_f0d5469c56.jpg#3,A person with helmet is sitting inside a yellow vehicle .
21639,3171347658_f0d5469c56.jpg#4,Bird 's eye view of a driver in his car
21640,3171451305_f87b9e09ee.jpg#0,A man and two ladies looking faded as they hold bottles of beer in their hands .
21641,3171451305_f87b9e09ee.jpg#1,A man in a red shirt and two women hold beer
21642,3171451305_f87b9e09ee.jpg#2,"Bald man , two women with beers , posing at event ."
21643,3171451305_f87b9e09ee.jpg#3,Man in red t-shirt posing with two young women and three beer bottles .
21644,3171451305_f87b9e09ee.jpg#4,Three people holding beers and posing for a picture .
21645,3171651115_e07b9d08f6.jpg#0,a lone surfer riding a huge wave soaring through midair with his arms raised .
21646,3171651115_e07b9d08f6.jpg#1,A man in a dark wetsuit is caught by a wave .
21647,3171651115_e07b9d08f6.jpg#2,A man is jumping into the surf .
21648,3171651115_e07b9d08f6.jpg#3,A surfer catches a big wave and catches himself in the middle of a fall .
21649,3171651115_e07b9d08f6.jpg#4,Man in action over a wave
21650,3172280520_e7655fb596.jpg#0,A bald man is posing with two smiling girls .
21651,3172280520_e7655fb596.jpg#1,A guy and two girls are smiling at the camera .
21652,3172280520_e7655fb596.jpg#2,A man in a red shirt stands with two woman wearing white and smiles .
21653,3172280520_e7655fb596.jpg#3,A man with facial hair poses along with two girls with a city landscape behind them .
21654,3172280520_e7655fb596.jpg#4,Two women and a man posing for a photograph .
21655,3172283002_3c0fc624de.jpg#0,Four people are posing outside .
21656,3172283002_3c0fc624de.jpg#1,Four people posing for a picture
21657,3172283002_3c0fc624de.jpg#2,"Four people , two women in the front and a man and woman in the back , pose at night ."
21658,3172283002_3c0fc624de.jpg#3,One man and three women pose for the camera .
21659,3172283002_3c0fc624de.jpg#4,Three women and one man are posing for a picture .
21660,3172369593_eb4d787ffb.jpg#0,a girl carrying a yellow bag is looking at pictures in a photo gallery .
21661,3172369593_eb4d787ffb.jpg#1,A girl looking at some pictures on a wall .
21662,3172369593_eb4d787ffb.jpg#2,a lady looks at the art on the wall .
21663,3172369593_eb4d787ffb.jpg#3,A woman is looking at a group of photographs .
21664,3172369593_eb4d787ffb.jpg#4,The young woman with the large white bag is looking at pictures in an art gallery .
21665,3172384527_b107385a20.jpg#0,A large group of asian people are eating at a restaurant .
21666,3172384527_b107385a20.jpg#1,Diners sit at tables in a crowded restaurant lit in blue .
21667,3172384527_b107385a20.jpg#2,Many people are eating in a crowded restaurant .
21668,3172384527_b107385a20.jpg#3,Many people sitting at many tables .
21669,3172384527_b107385a20.jpg#4,Various people are eating at red tables in a crowded restaurant with purple lights .
21670,3173014908_b3e69594b6.jpg#0,A person skiing downhill in the snow .
21671,3173014908_b3e69594b6.jpg#1,A skier puffs up a cloud of snow .
21672,3173014908_b3e69594b6.jpg#2,A skier traveling downhill in deep snow .
21673,3173014908_b3e69594b6.jpg#3,Someone is skiing down a step snowy hill .
21674,3173014908_b3e69594b6.jpg#4,The skier is buried in the snow .
21675,3173157541_70b16b4318.jpg#0,A man in a white hat is standing behind a woman with a red shawl over her head .
21676,3173157541_70b16b4318.jpg#1,"A man with a white hat and brown shirt , behind a woman in red , looks to the left ."
21677,3173157541_70b16b4318.jpg#2,A man with a white hat and plaid shirt behind a woman with a red headdress .
21678,3173157541_70b16b4318.jpg#3,An Arabic man in a white hat .
21679,3173157541_70b16b4318.jpg#4,The man with the white head piece looks left down the street .
21680,3173215794_6bdd1f72d4.jpg#0,A woman concentrates on the device in her hand in the midst of a crowded establishment all lit in purple .
21681,3173215794_6bdd1f72d4.jpg#1,Inside a bar there are people with red shirts .
21682,3173215794_6bdd1f72d4.jpg#2,"many people line up , and a woman texts ."
21683,3173215794_6bdd1f72d4.jpg#3,People are waiting in a line of a dimly lit restaurant with purple light .
21684,3173215794_6bdd1f72d4.jpg#4,People stand in line at a place with purple lighting .
21685,3173461705_b5cdeef1eb.jpg#0,One dog is jumping up at another dog by a fence on a snowy day .
21686,3173461705_b5cdeef1eb.jpg#1,Two blond dogs sniff one another .
21687,3173461705_b5cdeef1eb.jpg#2,Two dogs in snow .
21688,3173461705_b5cdeef1eb.jpg#3,Two dogs play in the snow
21689,3173461705_b5cdeef1eb.jpg#4,Two tan dogs play in the snow .
21690,317383917_d8bfa350b6.jpg#0,A group of dogs stand in the snow .
21691,317383917_d8bfa350b6.jpg#1,Four dogs stand in the snow .
21692,317383917_d8bfa350b6.jpg#2,three black dogs and a white dog are standing in the snow .
21693,317383917_d8bfa350b6.jpg#3,"Two black dogs , a black puppy , and a white dog in the snow ."
21694,317383917_d8bfa350b6.jpg#4,"Two large black dogs , one small black dog , and one large white dog are standing in some snow ."
21695,3173928684_4ea0ee5114.jpg#0,Two blond dogs are fighting on a frosty lawn .
21696,3173928684_4ea0ee5114.jpg#1,Two large white dogs are fighting in the grass .
21697,3173928684_4ea0ee5114.jpg#2,two white dogs fighting with each other
21698,3173928684_4ea0ee5114.jpg#3,Two white dogs play together on a slightly snowy patch of green grass .
21699,3173928684_4ea0ee5114.jpg#4,Two white long haired dogs play roughly with each other in tall grass with snow .
21700,3173976185_8a50123050.jpg#0,a black and white dog is standing on the grass with its mouth wide open .
21701,3173976185_8a50123050.jpg#1,A black and white dog looks at the camera with an open mouth .
21702,3173976185_8a50123050.jpg#2,"A black and white dog , on a green field , barking at the camera ."
21703,3173976185_8a50123050.jpg#3,A black and white dog runs with its mouth open .
21704,3173976185_8a50123050.jpg#4,The black and white dog has its mouth wide open .
21705,3174156702_95a1cda2d9.jpg#0,A boy playing in a mud puddle .
21706,3174156702_95a1cda2d9.jpg#1,A young shirtless boy in kakhi pants is kneeling in a marsh while someone splashes nearby .
21707,3174156702_95a1cda2d9.jpg#2,Boy laughs while playing in mud puddle .
21708,3174156702_95a1cda2d9.jpg#3,Boys splash in the muddy puddle in the grass .
21709,3174156702_95a1cda2d9.jpg#4,Two boys playing and splashing around in muddy water .
21710,3174196837_800689a2f3.jpg#0,A group of dogs run through the snowy field .
21711,3174196837_800689a2f3.jpg#1,Four dogs happily running in snow .
21712,3174196837_800689a2f3.jpg#2,Four dogs running in the snow
21713,3174196837_800689a2f3.jpg#3,Four dogs running over snow covered grass .
21714,3174196837_800689a2f3.jpg#4,Several different colored dogs running in a snowy field
21715,3174228611_6cf9d2266b.jpg#0,a basketball player wearing a red and white jersey while running down the court .
21716,3174228611_6cf9d2266b.jpg#1,A dark skinned man in a white sports outfit plays basketball .
21717,3174228611_6cf9d2266b.jpg#2,A man dribbles a ball during a basketball game .
21718,3174228611_6cf9d2266b.jpg#3,An SMU basketball player playing basketball .
21719,3174228611_6cf9d2266b.jpg#4,The SMU basketball player drives to the basket .
21720,3174417550_d2e6100278.jpg#0,A boy on a red snowboard is airborne .
21721,3174417550_d2e6100278.jpg#1,A man in a yellow coat jumps his snowboard off a rail .
21722,3174417550_d2e6100278.jpg#2,A person in the air on a snowboard .
21723,3174417550_d2e6100278.jpg#3,A snowboarder doing a jump off of a ledge .
21724,3174417550_d2e6100278.jpg#4,A snowboarder rides his board off a graffiti covered wall at night .
21725,3174431688_ae84778db0.jpg#0,a couple standing outside in the dark near some festive lights .
21726,3174431688_ae84778db0.jpg#1,Beautiful lights accent trees on a dark night .
21727,3174431688_ae84778db0.jpg#2,"Two men meet by a fountain engulfed in lights , they are wearing Winter coats ."
21728,3174431688_ae84778db0.jpg#3,Two people stand looking at a light sculpture at night .
21729,3174431688_ae84778db0.jpg#4,Two people wearing black are standing in front of a lit up statue .
21730,3174453534_fcc927c647.jpg#0,A person is holding a baby in yellow .
21731,3174453534_fcc927c647.jpg#1,a slightly older picture of a mother and her newborn sitting next to the rotary dial phone
21732,3174453534_fcc927c647.jpg#2,A woman holds a baby while lying on a couch
21733,3174453534_fcc927c647.jpg#3,A woman holds a new baby wearing yellow in an old photograph .
21734,3174453534_fcc927c647.jpg#4,Woman holding baby covered with yellow blanket
21735,3174713468_e22fa7779e.jpg#0,"A dog jumping up for a ball held by a woman in black skirt , beige vest and blue shirt"
21736,3174713468_e22fa7779e.jpg#1,A dog jumps up to take something from a woman 's hand .
21737,3174713468_e22fa7779e.jpg#2,A woman holding a ball and a dog
21738,3174713468_e22fa7779e.jpg#3,A woman holds a ball while a dog leaps for it .
21739,3174713468_e22fa7779e.jpg#4,The woman places a ball into the jumping dog 's mouth .
21740,3174726084_c108de0a64.jpg#0,A flag is carried .
21741,3174726084_c108de0a64.jpg#1,"A red , white , black and green flag ."
21742,3174726084_c108de0a64.jpg#2,The flag of a country is being held in a crowd
21743,3174726084_c108de0a64.jpg#3,"There is a hand in front of a red , green , white , and black flag ."
21744,3174726084_c108de0a64.jpg#4,"There is a picture of a green , white , black , and red flag ."
21745,317488612_70ac35493b.jpg#0,A dog is playing in the deep snow .
21746,317488612_70ac35493b.jpg#1,A dog running through deep snow pack .
21747,317488612_70ac35493b.jpg#2,A dog runs through the deep snow .
21748,317488612_70ac35493b.jpg#3,A white dog is running through the snow .
21749,317488612_70ac35493b.jpg#4,White dog running through snow
21750,3175434849_859f09fe07.jpg#0,a crowd of people are at a fair in front of booth where giant teddy bears can be won .
21751,3175434849_859f09fe07.jpg#1,A picture of a crowd of people and hanging teddy bears at a stand .
21752,3175434849_859f09fe07.jpg#2,Large stuffed bears hang above a carnival game .
21753,3175434849_859f09fe07.jpg#3,Many people are crowded around a game table with toy bears hanging over it .
21754,3175434849_859f09fe07.jpg#4,People at an indoor carnival featuring a game with large stuffed animals as prizes .
21755,3175446111_681a89f873.jpg#0,a lot of people playing games at an arcade
21756,3175446111_681a89f873.jpg#1,A man in blue at an arcade is playing a fishing game .
21757,3175446111_681a89f873.jpg#2,A man is trying to fish for a prize in a fairground game .
21758,3175446111_681a89f873.jpg#3,An asian man is fishing in an arcade game .
21759,3175446111_681a89f873.jpg#4,The family attempts to get a prize at the carnival .
21760,3175712926_5a470d0886.jpg#0,A bird is flying through the air .
21761,3175712926_5a470d0886.jpg#1,A blue heron flying .
21762,3175712926_5a470d0886.jpg#2,A gray egret takes flight .
21763,3175712926_5a470d0886.jpg#3,A large bird is in mid flight .
21764,3175712926_5a470d0886.jpg#4,A pelican flies through the air in front of trees .
21765,3175849727_bf30b892cb.jpg#0,A boy in a red sled is riding down the hill .
21766,3175849727_bf30b892cb.jpg#1,A man is sledding on an orange slide .
21767,3175849727_bf30b892cb.jpg#2,a man riding a red sled going fast down a snowy hill
21768,3175849727_bf30b892cb.jpg#3,An adult kicks up a cloud of snow on an orange sled .
21769,3175849727_bf30b892cb.jpg#4,A sledder gets a face full of snow on a slope .
21770,3176072448_b84c99cf7f.jpg#0,One lady is drinking something while the other is preoccupied .
21771,3176072448_b84c99cf7f.jpg#1,The brown hair woman in the blue fleece sits beside a white hair woman .
21772,3176072448_b84c99cf7f.jpg#2,"Two women eating , one elderly and one middle-aged ."
21773,3176072448_b84c99cf7f.jpg#3,"Two women , one looking down , the other drinking ."
21774,3176072448_b84c99cf7f.jpg#4,"Two women , the younger one is looking down , the older is drinking ."
21775,3176131893_7181c733aa.jpg#0,A group of boys is sitting in a large mud puddle in a grassy field .
21776,3176131893_7181c733aa.jpg#1,A group of four boys plays with mud in the water and grass .
21777,3176131893_7181c733aa.jpg#2,Four boys are sitting in a muddy stream .
21778,3176131893_7181c733aa.jpg#3,Four boys play in the mud .
21779,3176131893_7181c733aa.jpg#4,Four boys sit in the mud .
21780,3176277818_235486a3cd.jpg#0,a man walks through an arcade .
21781,3176277818_235486a3cd.jpg#1,Many people in warm clothing crowd around carnival games indoors .
21782,3176277818_235486a3cd.jpg#2,Many people playing colorful carnival games .
21783,3176277818_235486a3cd.jpg#3,This marketplace is very busy .
21784,3176277818_235486a3cd.jpg#4,Young people in a busy arcade
21785,3176278670_195eea071c.jpg#0,A dart throwing game to bust the balloons for prizes .
21786,3176278670_195eea071c.jpg#1,A small child is holding a stuffed animal at an amusement park game booth with balloons .
21787,3176278670_195eea071c.jpg#2,people are playing a carnival game trying to pop balloons
21788,3176278670_195eea071c.jpg#3,People gather in front of a balloon game .
21789,3176278670_195eea071c.jpg#4,People standing at carnival game of balloons and stuffed animals on wall .
21790,317641829_ab2607a6c0.jpg#0,A man in a red coat stands outside of a store near a big column .
21791,317641829_ab2607a6c0.jpg#1,A man in a red jacket and jeans stands next to a column in front of a store .
21792,317641829_ab2607a6c0.jpg#2,A man standing near a street corner .
21793,317641829_ab2607a6c0.jpg#3,A man wearing a red coat stands on the corner near a building .
21794,317641829_ab2607a6c0.jpg#4,Two people are standing outside a store on a city street .
21795,3176498130_52ab9460b2.jpg#0,Boys with bottles pose in shopping carts in urban area .
21796,3176498130_52ab9460b2.jpg#1,Four guys are sitting in shopping carts on a city roof top
21797,3176498130_52ab9460b2.jpg#2,Four young males pose on shopping carts .
21798,3176498130_52ab9460b2.jpg#3,Several teenage boys are sitting in grocery carts in a parking lot .
21799,3176498130_52ab9460b2.jpg#4,Teenagers play in shopping carts of a rooftop .
21800,3176968956_d942a93513.jpg#0,A man in black swimming gear parasails .
21801,3176968956_d942a93513.jpg#1,A man windsurfing
21802,3176968956_d942a93513.jpg#2,A man windsurfs with a group of other windsurfers .
21803,3176968956_d942a93513.jpg#3,The man in the black suit is in the water on a white and red board with a sail .
21804,3176968956_d942a93513.jpg#4,The man is on a ski boat in the water .
21805,3177298173_78cea31d64.jpg#0,A boy in a sports uniform chasing a soccer ball
21806,3177298173_78cea31d64.jpg#1,"A boy preparing to kick a ball , wearing a blue uniform ."
21807,3177298173_78cea31d64.jpg#2,A child in a blue and white team uniform chasing a soccer ball .
21808,3177298173_78cea31d64.jpg#3,A young boy in a blue soccer uniform chasing a ball .
21809,3177298173_78cea31d64.jpg#4,Boy in a blue uniform playing soccer .
21810,3177468217_56a9142e46.jpg#0,A border collie is outside jumping over an obstacle .
21811,3177468217_56a9142e46.jpg#1,A collie jumping over a white obstacle .
21812,3177468217_56a9142e46.jpg#2,A collie jumps a hurdle
21813,3177468217_56a9142e46.jpg#3,a collie jumps over a white agility jump
21814,3177468217_56a9142e46.jpg#4,A dog jumps over a hurdle in the grass .
21815,3177799416_5bd0382370.jpg#0,A person snowboarding down a snowy hill .
21816,3177799416_5bd0382370.jpg#1,A snowboarder is coming down a hill .
21817,3177799416_5bd0382370.jpg#2,Person snowboarding down a snow covered slope .
21818,3177799416_5bd0382370.jpg#3,"Someone is snowboarding down a hill , shredding snow ."
21819,3177799416_5bd0382370.jpg#4,The man is snowboarding down a snowy hill .
21820,3178005751_fca19815ac.jpg#0,"A boy and girl , both in jeans , are standing in front of a fence ."
21821,3178005751_fca19815ac.jpg#1,A girl in gray and a guy in stripes pose against a fence .
21822,3178005751_fca19815ac.jpg#2,"A man and woman stand next two each other , in front of a wood fence ."
21823,3178005751_fca19815ac.jpg#3,Smiling woman with man in striped sweatshir in the park .
21824,3178005751_fca19815ac.jpg#4,two people posing for the picture with a few trees in the background
21825,3178300150_d4605ff02c.jpg#0,A basketball player leaps with the ball while opponents try to block him .
21826,3178300150_d4605ff02c.jpg#1,A pro basketball player in a white Miami uniform makes a defensive move .
21827,3178300150_d4605ff02c.jpg#2,Basketball players try to block a ball from going into the goal .
21828,3178300150_d4605ff02c.jpg#3,Man in a Miami basketball uniform jumping to make a shot .
21829,3178300150_d4605ff02c.jpg#4,The basketball player is number 21 from Miami .
21830,3178371973_60c6b8f110.jpg#0,People seen through the window of a bus .
21831,3178371973_60c6b8f110.jpg#1,There are three women on a bus .
21832,3178371973_60c6b8f110.jpg#2,Three people riding in a blue bus at night .
21833,3178371973_60c6b8f110.jpg#3,Three women are minding their own business on a bus in the city .
21834,3178371973_60c6b8f110.jpg#4,Three women sit on the subway ; one talks on the phone while the others read .
21835,3178489390_13a6ae7524.jpg#0,Two boys are walking up the beach with a bunch of ducks behind them .
21836,3178489390_13a6ae7524.jpg#1,Two children walking up a hill away from ducks on a lake .
21837,3178489390_13a6ae7524.jpg#2,Two little boys running from a lake with ducks
21838,3178489390_13a6ae7524.jpg#3,Two young boys playing with ducks near the water .
21839,3178489390_13a6ae7524.jpg#4,Two young boys run on the beach with ducks behind them in the pond .
21840,3178599352_c57fdebcd2.jpg#0,A girl in jeans sitting on a white couch and smiling .
21841,3178599352_c57fdebcd2.jpg#1,A girl is sitting on a couch with a keyboard in her lap .
21842,3178599352_c57fdebcd2.jpg#2,A girl sits on a white couch next to a boy in a gray shirt .
21843,3178599352_c57fdebcd2.jpg#3,A smiling woman sits on a white couch .
21844,3178599352_c57fdebcd2.jpg#4,The girl is sitting on a white couch with a boy nearby .
21845,3179336562_c3d0c0a3bd.jpg#0,A bicyclist doing a trick on a ramp .
21846,3179336562_c3d0c0a3bd.jpg#1,A cyclist is performing a jump on a graffiti covered ramp .
21847,3179336562_c3d0c0a3bd.jpg#2,a large graffitied skateboarding ramp with a couple people in the background
21848,3179336562_c3d0c0a3bd.jpg#3,Person in the midst of a ramp jump .
21849,3179336562_c3d0c0a3bd.jpg#4,The boy is performing a trick off a ramp with a skateboard .
21850,3179952488_c1c812a03b.jpg#0,A group of adults gather for a picture in front of a brick house .
21851,3179952488_c1c812a03b.jpg#1,A group of people are posing for a picture .
21852,3179952488_c1c812a03b.jpg#2,a large group of people posing together outside of a house .
21853,3179952488_c1c812a03b.jpg#3,A large group portrate outside of a small office building .
21854,3179952488_c1c812a03b.jpg#4,A medium sized group of people pose in front of the camera .
21855,318070878_92ead85868.jpg#0,A girl in colorful clothes on the beach
21856,318070878_92ead85868.jpg#1,A girl in gold and purple is holding a rainbow afghan .
21857,318070878_92ead85868.jpg#2,A girl with colorful clothes is holding colorful scarfs .
21858,318070878_92ead85868.jpg#3,A young woman carries a lot of colorful scarves on the beach .
21859,318070878_92ead85868.jpg#4,Woman walking on the beach selling woven items .
21860,3180806542_49b6de312d.jpg#0,A person snowboarding in the late afternoon sun .
21861,3180806542_49b6de312d.jpg#1,A snowboarder is silhouetted against the sun as they leave the ground .
21862,3180806542_49b6de312d.jpg#2,a snowboarder jumps off the snow .
21863,3180806542_49b6de312d.jpg#3,The snowboarder flew through the air while the sun sets on the horizon .
21864,3180806542_49b6de312d.jpg#4,The snowboarder jumps off a snow covered hill .
21865,3181322965_ce9da15271.jpg#0,"A boy in speedos , wading through a lake ."
21866,3181322965_ce9da15271.jpg#1,a boy walks through the water .
21867,3181322965_ce9da15271.jpg#2,A young child walks along a lake with a large white tent nearby .
21868,3181322965_ce9da15271.jpg#3,"Boy heads into water , big tents and hills in background , in rural area ."
21869,3181322965_ce9da15271.jpg#4,"While some people look in the barn , others walk on the bridge and some are enjoying cooling off in the water by the beach ."
21870,3181328245_7c04ce1691.jpg#0,Two babies are sitting in a play mat .
21871,3181328245_7c04ce1691.jpg#1,two babies playing inside of a colorful padded enclosure .
21872,3181328245_7c04ce1691.jpg#2,Two children sit inside a play area .
21873,3181328245_7c04ce1691.jpg#3,Two toddlers are sitting in a colorful playpen .
21874,3181328245_7c04ce1691.jpg#4,Two toddlers are sitting in a plastic playpen with a blue floor .
21875,3181409177_edb09c2718.jpg#0,A bicyclist is in the air over a ramp .
21876,3181409177_edb09c2718.jpg#1,A bike rider makes a jump on a halfpipe ramp .
21877,3181409177_edb09c2718.jpg#2,A bike rider on a ramp .
21878,3181409177_edb09c2718.jpg#3,A boy doing a bike trick is in midair waiting to come back down .
21879,3181409177_edb09c2718.jpg#4,"A guy on a bike goes vertical near a ramp with a grassy , hilly terrain behind him ."
21880,3181599388_68559cfc17.jpg#0,a wrestler throws another wrestler to the ground .
21881,3181599388_68559cfc17.jpg#1,Two men engage in a professional wrestling match .
21882,3181599388_68559cfc17.jpg#2,two men in a fight in a ring
21883,3181599388_68559cfc17.jpg#3,Two men in midair fighting in a professional wrestling ring .
21884,3181599388_68559cfc17.jpg#4,Two wrestlers jump in a ring while an official watches .
21885,3181701312_70a379ab6e.jpg#0,A homeless man living on the street
21886,3181701312_70a379ab6e.jpg#1,A man covered with a blanket is asleep on the sidewalk .
21887,3181701312_70a379ab6e.jpg#2,A man sleeps under a blanket on a city street .
21888,3181701312_70a379ab6e.jpg#3,A man takes a nap on the sidewalk in a busy city .
21889,3181701312_70a379ab6e.jpg#4,The man is sleeping under a blanket in the street as the crowds pass by .
21890,3182121297_38c99b2769.jpg#0,A man wearing goggles snowboards on a half pipe .
21891,3182121297_38c99b2769.jpg#1,A person on a yellow snowboard does some tricks in the snow .
21892,3182121297_38c99b2769.jpg#2,Person snowboarding at a ski slope .
21893,3182121297_38c99b2769.jpg#3,The snowboarder in the blue pants is performing a trick .
21894,3182121297_38c99b2769.jpg#4,"The snowboarder is wearing a dark top , blue pants and a helmet with goggles ."
21895,3182161610_4d349b257f.jpg#0,Some toddlers are playing in a foam playpen .
21896,3182161610_4d349b257f.jpg#1,Two toddlers in a brightly colored play area .
21897,3182161610_4d349b257f.jpg#2,two toddlers play together .
21898,3182161610_4d349b257f.jpg#3,Two toddles play in a colorful padded play area .
21899,3182161610_4d349b257f.jpg#4,Two young children are playing with toys .
21900,3182258223_5b9c8a8c55.jpg#0,A woman in shadow looks at the camera while the one in the sun looks at a book .
21901,3182258223_5b9c8a8c55.jpg#1,Girl stands reading a notebook .
21902,3182258223_5b9c8a8c55.jpg#2,Two girls stand up against a red wall .
21903,3182258223_5b9c8a8c55.jpg#3,Two young girls with headscarves stand near a door while one reads a book .
21904,3182258223_5b9c8a8c55.jpg#4,Two young women wearing black head scarves and colorful skirts stand near a red door .
21905,3182405529_7692256746.jpg#0,A bearded man is riding a bicycle on the beach .
21906,3182405529_7692256746.jpg#1,A man with a grey beard rides his bike on the beach of the ocean .
21907,3182405529_7692256746.jpg#2,an older man with long grey hair and a long grey beard bike riding on the shore .
21908,3182405529_7692256746.jpg#3,A white-bearded man rides a bicycle on the beach .
21909,3182405529_7692256746.jpg#4,Gentleman with long grey hair and a beard riding bicycle on the beach .
21910,3182558164_488b819f14.jpg#0,A basketball player in the air about to make a shot .
21911,3182558164_488b819f14.jpg#1,A basketball player jumps up with the ball as two others watch .
